categoria,bloque,codigo,descripcion,precio,hay_stock,stock_texto,specs
iphone,iPhone 15 Pro Usado,IPH15P128,128 GB 84% Condicion de Bateria,USD 540,SI,,
iphone,iPhone 18 Pro Max,IPH18PM256,256 GB,USD 1.880,SI,,
iphone,iPhone 18 Pro Max,IPH18PM512,512 GB,USD 2.120,SI,,
iphone,iPhone 18 Pro Max,IPH18PM1TB,1 TB,USD 2.510,SI,,
iphone,iPhone 18 Pro Max,IPH18PM2TB,2 TB,USD 3.160,SI,,
iphone,"iPhone 18 Pro (6.3"")",IPH18P256,256 GB,USD 1.630,SI,,
iphone,"iPhone 18 Pro (6.3"")",IPH18P512,512 GB,USD 1.870,SI,,
iphone,"iPhone 18 Pro (6.3"")",IPH18P1T,1 TB,USD 2.320,SI,,
iphone,iPhone 17 Pro Max,IPH17PM256,256 GB,USD 1.360,SI,,
iphone,iPhone 17 Pro Max,IPH17PM512,512 GB,USD 1.620,SI,,
iphone,iPhone 17 Pro Max,IPH17PM1TB,1 TB,USD 1.700,SI,,
iphone,iPhone 17 Pro Max,IPH17PM2TB,2 TB,,NO,Ingresando,
iphone,"iPhone 17 Pro (6.3"")",IPH17P256,256 GB,USD 1.270,SI,,
iphone,"iPhone 17 Pro (6.3"")",IPH17P512,512 GB,USD 1.540,SI,,
iphone,"iPhone 17 Pro (6.3"")",IPH17P1T,1 TB,,NO,Ingresando,
iphone,"iPhone 17 Air (6.6"")",IPH17PL256,256 GB,USD 1.190,SI,,
iphone,"iPhone 17 Air (6.6"")",IPH17PL512,512 GB,,NO,Ingresando,
iphone,"iPhone 17 E (6.1"")",IPH17E256,256 GB,USD 870,SI,,
iphone,"iPhone 17 (6.3"")",IPH17256,256 GB,USD 1.035,SI,,
iphone,"iPhone 17 (6.3"")",IPH17512,512 GB,,NO,Ingresando,
iphone,"iPhone 16 (6.1"")",IPH16128,128 GB,USD 880,SI,,
iphone,"iPhone 16 (6.1"")",IPH16256,256 GB,,NO,Ingresando,
iphone,"iPhone 15 (6.1"")",IPH15128,128 GB,USD 785,SI,,
iphone,Accesorios,FUNDSP,Funda Spigen Ultra Hybrid Clear,USD 35,SI,,
iphone,Accesorios,20W,Cargador Original 20W,USD 30,SI,,
macbook,"MacBook Pro 14,2"" M4",MP14M424512,M4 - 10 core CPU / 10 core GPU - 24GB - 1TB SSD,USD 2.140,SI,,
macbook,"MacBook Pro 14,2"" M4",MP14M424512,M4 Pro - 12 core CPU / 16 core GPU - 24GB - 512 SSD,USD 2.440,SI,,
macbook,"MacBook Pro 14,2"" M5",MP14M516512,M5 - 10 core CPU / 10 core GPU - 16GB - 512 SSD,USD 2.150,SI,,
macbook,"MacBook Pro 14,2"" M5",MP14M5161T,M5 - 10 core CPU / 10 core GPU - 16GB - 1TB SSD,USD 2.300,SI,,
macbook,"MacBook Pro 14,2"" M5",MP14M5241T,M5 - 10 core CPU / 10 core GPU - 24GB - 1TB SSD,USD 2.550,SI,,
macbook,"MacBook Pro 14,2"" M5",MP14M5321T,M5 - 10 core CPU / 10 core GPU - 32GB - 1TB SSD,USD 2.820,SI,,
macbook,"MacBook Pro 14.2"" M5 Pro & M5 Max",MP14M5P241T,M5 Pro- 15 core CPU / 16 core GPU - 24GB - 1TB SSD,USD 2.740,SI,,
macbook,"MacBook Pro 14.2"" M5 Pro & M5 Max",MP14M5P241T2,M5 Pro- 15 core CPU / 16 core GPU - 24GB - 2TB SSD,USD 3.080,SI,,
macbook,"MacBook Pro 14.2"" M5 Pro & M5 Max",MP14M5P242T,M5 Pro - 18 core CPU / 20 core GPU - 24GB - 2TB SSD,USD 3.430,SI,,
macbook,"MacBook Pro 14.2"" M5 Pro & M5 Max",MP14M5P481T,M5 Pro - 18 core CPU / 20 core GPU - 48GB - 1TB SSD,USD 3.630,SI,,
macbook,"MacBook Pro 14.2"" M5 Pro & M5 Max",MP14M5P641T,M5 Pro - 18 core CPU / 20 core GPU - 64GB - 1TB SSD,USD 4.180,SI,,
macbook,"MacBook Pro 14.2"" M5 Pro & M5 Max",MP14M5M362T,M5 Max - 18 core CPU / 32 core GPU - 36GB - 2TB SSD,USD 4.250,SI,,
macbook,"MacBook Pro 14.2"" M5 Pro & M5 Max",MP14M5M482T,M5 Max - 18 core CPU / 40 core GPU - 48GB - 2TB SSD,USD 5.250,SI,,
macbook,"MacBook Pro 14.2"" M5 Pro & M5 Max",MP14M5M642T,M5 Max - 18 core CPU / 40 core GPU - 64GB - 2TB SSD,USD 5.550,SI,,
macbook,"MacBook Pro 14.2"" M5 Pro & M5 Max",MP14M5M1282T,M5 Max - 18 core CPU / 40 core GPU - 128GB - 2TB SSD,,NO,Sin stock,
macbook,"MacBook Pro 16"" M5 Pro & M5 Max",MP16M5P241T,M5 Pro- 18 core CPU / 20 core GPU - 24GB - 1TB SSD,USD 3.330,SI,,
macbook,"MacBook Pro 16"" M5 Pro & M5 Max",MP16M5P481TB,M5 Pro- 18 core CPU / 20 core GPU - 48GB - 1TB SSD,USD 3.990,SI,,
macbook,"MacBook Pro 16"" M5 Pro & M5 Max",MP16M5641TB,M5 Pro - 18 core CPU / 20 core GPU - 64GB - 1TB SSD,USD 4.670,SI,,
macbook,"MacBook Pro 16"" M5 Pro & M5 Max",MP16M5M362T,M5 Max - 18 core CPU / 32 core GPU - 36GB - 2TB SSD,USD 4.670,SI,,
macbook,"MacBook Pro 16"" M5 Pro & M5 Max",MP16M5M482T,M5 Max - 18 core CPU / 40 core GPU - 48GB - 2TB SSD,USD 5.140,SI,,
macbook,"MacBook Pro 16"" M5 Pro & M5 Max",MP16M5M642T,M5 Max - 18 core CPU / 40 core GPU - 64GB - 2TB SSD,USD 6.020,SI,,
macbook,"MacBook Pro 16"" M5 Pro & M5 Max",MP16M5M1282T,M5 Max - 18 core CPU / 40 core GPU - 128GB - 2TB SSD,USD 7.900,SI,,
macbook,"MacBook Neo 13""",MN13A188256,A18 Pro - 6 core CPU / 5 core GPU - 8GB - 256 SSD,USD 880,SI,,
macbook,"MacBook Neo 13""",MN13A188512,A18 Pro - 6 core CPU / 5 core GPU - 8GB - 512 SSD,USD 980,SI,,
macbook,"MacBook Neo 13""",MN13A188256ESP,A18 Pro - 6 core CPU / 5 core GPU - 8GB - 256 SSD 🇪🇸,USD 970,SI,,
macbook,"MacBook Neo 13""",MN13A188512ESP,A18 Pro - 6 core CPU / 5 core GPU - 8GB - 512 SSD 🇪🇸,USD 1.080,SI,,
macbook,"MacBook Air 13.6"" M5",MAM516512,M5 - 10 core CPU / 8 core GPU - 16GB - 512SSD,USD 1.590,SI,,
macbook,"MacBook Air 13.6"" M5",MAM5161T,M5 - 10 core CPU / 10 core GPU - 16GB -1TB SSD,USD 1.750,SI,,
macbook,"MacBook Air 13.6"" M5",MAM524512,M5 - 10 core CPU / 10 core GPU - 24GB - 512 SSD,,NO,Ingresando,
macbook,"MacBook Air 13.6"" M5",MAM5241T,M5 - 10 core CPU / 10 core GPU - 24GB - 1TB SSD,USD 2.070,SI,,
macbook,"MacBook Air 15"" M5",MAM51516512,M5 - 10 core CPU / 10 core GPU - 16GB - 512SSD,USD 1.790,SI,,
macbook,"MacBook Air 15"" M5",MAM515161T,M5 - 10 core CPU / 10 core GPU - 16GB -1TB SSD,USD 2.070,SI,,
macbook,"MacBook Air 15"" M5",MAM515241T,M5 - 10 core CPU / 10 core GPU - 24GB - 1TB SSD,USD 2.340,SI,,
windows,ACER Notebook,A14-52MT-94H5,"Acer Swift 14 AI - Copilot+ PC (A14-52MT-94H5) 14"" FULLHD+ TOUCHSCREEN LAPTOP STEEL GRAY",USD 1.350,SI,STK,"Processor: Intel® Core™ Ultra 9 processor 288V (Up to 48 NPU TOPS - Up to 67 GPU TOPS), Memory: 32GB LPDDR5X Onboard , Storage: 1TB PCIe Gen 4 Solid State Drive, Video Card: Intel® ARC™ 140V Graphics, Display:14"" Multi-Touch Display with IPS (In-Plane Switching) Technology, WUXGA 1920 x 1200, 100% sRGB, High Brightness (400nits) Acer ComfyView™ LED-backlit TFT LCD (16:10 Aspect Ratio), Wi-Fi 6E with 2.4GHz, 5GHz and 5GHz Bands and Bluetooth® 5.3 Windows 11 Home x 64 bits, preinstalado. Peso 1,50Kg. - FHD IR Webcam (1920 x 1080) with Blue Glass supporting 1080p video"
windows,ACER Notebook,SF16-71T-70PN,"ACER SWIFT 16 AI (SF16-71T-70PN) 16"" 3K OLED TOUCHSCREEN LAPTOP BASALT GRAY [Pad Numérico]",USD 1.550,SI,STK,"Processor: Intel® Core™ Ultra X7 358H (Series 3 / Panther Lake), Memory: 16GB LPDDR5X-7467MHz RAM, Storage: 1 TB PCIe 4.0 NVMe SSD, Video Card: Intel Arc B390 Integrated, Display: 16"" 3K OLED Touchscreen, 2880 × 1800, 120 Hz, 340 nits, 100% DCI-P3, VESA DisplayHDR True Black 500, Wi-Fi 7 + Bluetooth. Windows 11 Home x 64 bits, preinstalado. Peso 1,37 Kg. - 5 megapixels 1800p (2.8K) Built-In Microphone"
windows,ACER Notebook,SFG16-I71T-79Q6,"ACER SWIFT GO (SFG16-I71T-79Q6) 16"" OLED FULL HD TOUCHSCREEN LAPTOP VAPOR SILVER (Pad Numérico)",USD 1.550,SI,STK,"Processor: 2.3 gigahertz Intel Core Ultra 7 355 (8-core), Memory: 32GB LPDDR5X RAM, Storage: 1TB SSD, Video Card: Intel Graphics, Display: 16"" 1920 x 1200 (WUXGA) TouchScreen Brightness 250 nits, Wi-Fi 7, Bluetooth Windows 11 Home x 64 bits, preinstalado. Peso 1,37 Kg. - 5 megapixels 1800p (2.8K) Built-In Microphone"
windows,ACER Notebook,SFG16-A71T-R87F,"ACER SWIFT GO (SFG16-A71T-R87F) 16"" WUXGA TOUCHSCREEN LAPTOP OBSIDIAN BLACK [Pad Numérico]",USD 1.550,NO,CONS,"Processor: 2 gigahertz AMD Ryzen AI 465 Series (10-core), Memory: 32GB LPDDR5X RAM, Storage: 1TB SSD, Video Card: AMD Radeon 880M, Display: 16"" LCD 1920 x 1200 (WUXGA) Touchscreen Anti-glare 120Hz Brightness: 350 nits, Wi-Fi 7, Bluetooth Windows 11 Home x 64 bits, preinstalado. Peso 1,60 Kg. - 5 megapixels 1800p (2.8K) Built-In Microphone"
windows,ACER Notebook,A16-52MT-91B0,"ACER ASPIRE (A16-52MT-91B0) 16"" FULL HD TOUCHSCREEN LAPTOP STEEL GRAY (Pad Numérico)",USD 1.450,SI,STK,"Processor: Intel® Core™ Ultra 9 288V (Up to 48 NPU TOPs), Memory: 32GB LPDDR5X RAM. Storage: 1TB PCIe Gen 4 Solid State Drive and microSD™ Card Reader , Video Card: Intel® ARC™ 140V Graphics, Display: 16"" Multi-Touch IPS Touchscreen, WUXGA (1920 x 1200) 12Hz Refresh Rate, 100% sRGB, and 350 Nits Brightness, Intel® Wi-Fi 7 that supports dual-stream Wi-Fi in the 2.4GHz, 5GHz and 6GHz bands, including 2x2 MIMO Technology, Bluetooth 5.4 Windows 11 Home x 64 bits, preinstalado. Peso 1,45Kg. - FHD IR Webcam (1920 x 1080) with Blue Glass Windows Hello, Temporal Noise Reduction & Privacy Shutter"
windows,ASUS Notebook,UX8407AA-DS99T,"ASUS ZENBOOK DUO DUAL (UX8407AA-DS99T) 14"" 3K OLED TOUCHSCREEN LAPTOP MOHER GRAY",USD 3.500,SI,STK,"Processor: 2.1 gigahertz Intel Core Ultra 9 Series 386H up 4.9 gigahertz (16-core), Memory: 32GB LPDDR5X 8533 megahertz RAM, Storage: 1TB PCIe® G4 Solid State Drive, Video Card: Intel® Arc™ Integrated Graphics, Display: 14'' Dual OLED WQXGA+ (2880x1800) Touch 144Hz refresh rate; 16:10 aspect ratio; Bend+500nits (HDR 1000nits), Wi-Fi 7 + Bluetooth® 5.4 Windows 11 Home x 64 bits, preinstalado. Peso 1,28Kg. - 1080p. Camera with IR Function to Support Windows Hello"
windows,ASUS Notebook,UX8407AA-PSX9T,"ASUS ZENBOOK DUO (UX8407AA-PSX9T) 14"" 3K OLED DUAL TOUCHSCREEN LAPTOP 144HZ BLACK",USD 3.500,SI,STK,"Processor: 2.1 GHz Intel® Core™ Ultra X9 388H 2.1 GHz (18MB Cache, up to 5.1 GHz, 16 cores, 16 Threads), Memory: 32GB LPDDR5X RAM, Storage: 1TB PCIe® G4 Solid State Drive, Video Card: Intel® Arc™ Graphics, Display: 14'' Dual OLED WQXGA+ (2880x1800) Touch 144Hz refresh rate; 16:10 aspect ratio; Bend+500nits (HDR 1000nits), Wi-Fi 7(802.11be) (Tri-band) 2*2 + Bluetooth® 5.4 Windows 11 Home x 64 bits, preinstalado. Peso 1,28Kg. - 1080p. Camera with IR Function to Support Windows Hello"
windows,ASUS Notebook,UM3405GA-ZB70,"ASUS ZENBOOK 14 (UM3405GA-ZB70) 14"" 2K OLED TOUCHSCREEN LAPTOP JASPER GRAY",USD 1.500,SI,STK,"Processor: 2 gigahertz AMD Ryzen AI Ryzen AI 9 465 (10-core), Memory: 16GB LPDDR5X 7500 megahertz RAM, Storage: 512GB PCIe® Gen 4 Solid State Drive, Video Card: AMD Radeon Integrated, Display: 14"" OLED (1920x1200) WUXGA Touscreen 60Hz 500 nits, AX Wi-Fi 6E, Bluetooth Windows 11 Home x 64 bits, preinstalado. Peso 1,28Kg. - 1080p. Camera with IR Function to Support Windows Hello"
windows,ASUS Notebook,UX3407QA-X1P512,"ASUS ZENBOOK A14 (UX3407QA-X1P512) 14"" 2K OLED LAPTOP ZABRISKIE BEIGE",USD 1.250,SI,STK,"Processor: 3.4 gigahertz Snapdragon X Plus X1P 42 100 (8-core), Memory: 16GB LPDDR5X 8533 megahertz RAM, Storage: 512GB SSD, Video: Integrated Snapdragon Qualcomm Adreno, Display: 14"" Full HD+ (1920 x 1200) OLED Refresh Rate 60Hz, Wi-Fi 6E, Bluetooth Windows 11 Home x 64 bits, preinstalado. Peso 1,28Kg. - 1080p. Camera with IR Function to Support Windows Hello"
windows,ASUS Notebook,TP3407SA-IS74T,"ASUS Vivobook (TP3407SA-IS74T) 14"" 2K OLED FLIP TOUCHSCREEN LAPTOP 2-IN-1 GRAY",USD 1.350,SI,STK,"Processor: Intel® Core™ Ultra 7 Processor 256V 16GB 2.2 GHz (12MB Cache, up to 4.8 GHz, 8 cores, 8 Threads), Memory: 16GB LPDDR5X RAM, Storage: 1TB PCIE G4 Solid State Drive, Video Card: Intel® Arc™ Graphics, Display: 14"" OLED WUXGA (1920Xx1200) Touch, 16:10, 60Hz refresh rate, Bend +300 nits, Wi-Fi 7(802.11be) (Tri-band)2*2 + Bluetooth® 5.4 Wireless Card Windows 11 Home x 64 bits, preinstalado. Peso 1,57Kg. - FHD camera with IR function to support Windows Hello w/ privacy shutter"
windows,ASUS Notebook,UX5406SA-S14.U732G1T,"ASUS ZENBOOK S 14 (UX5406SA-S14.U732G1T) 14"" 3K OLED TOUCHSCREEN LAPTOP ZUMAIA GRAY",USD 1.950,NO,CONS,"Processor: 1.6 gigahertz Intel Core Ultra 7 Series 258V (8-core), Memory: 32GB LPDDR5X 8533 megahertz RAM, Storage: 1TB M.2 NVMe™ PCIe® 4.0 SSD, Video Card: Intel® Arc™ Graphics, Display: 14"" 3K (2880 x 1800) Oled Touchscreen Refresh Rate: 120Hz, Wi-Fi 7, Bluetooth Windows 11 Home x 64 bits, preinstalado. Peso 1,28Kg. - 1080p. Camera with IR Function to Support Windows Hello"
windows,ASUS Notebook,UX5406AA-ZB/S1490,"ASUS ZENBOOK S 14 (UX5406AA-ZB/S1490) 14"" 3 OLED TOUCHSCREEN LAPTOP SCANDINAVIAN WHITE",USD 2.400,SI,STK,"Processor: 2.1 gigahertz Intel Core Ultra 9 386H up to 4.9 gigahertz (16-core), Memory: 32GB LPDDR5X 8533 megahertz RAM, Storage: 1TB PCIe® G4 Solid State Drive, Video Card: Intel Graphics Integrated, Display: 14"" OLED (2880 x 1800) Touch Screen Refresh Rate: 120Hz, Brightness: 1100 nits, Wi-Fi 7 Bluetooth Windows 11 Home x 64 bits, preinstalado. Peso 1,30Kg. - 1080p. Camera with IR Function to Support Windows Hello"
windows,ASUS Notebook,F1504VAP-IH79T,"ASUS VIVOBOOK (F1504VAP-IH79T) 15.6"" FULL HD NOTEBOOK SILVER [Pad Numérico]",USD 1.150,SI,STK,"Processor: Intel® Core™ 7 Processor 150U 1.8 GHz (12MB Cache, up to 5.4 GHz, 10 cores, 12 Threads), Memory: 16GB DDR4 RAM, Storage: 1TB PCIE G4 SSD, Video Card: Intel® Graphics, Display: Full HD (1920*1080) 16:9 aspect ratio; 60Hz refresh rate; 250nits, Wi-Fi 6(802.11ax) (Dual band) 1*1 + Bluetooth® 5.2 Windows 11 Home x 64 bits, preinstalado. Peso 1,90Kg. - Front: 720p HD camera with privacy shutter Sonic Master built-in array microphone and speakers"
windows,ASUS Notebook,TP3607SA-IS77T,"ASUS VIVOBOOK S 16 FLIP (TP3607SA-IS77T) 16"" FULL HD OLED TOUCHSCREEN GRAY [Pad Numérico]",USD 1.750,SI,STK,"Processor: 2.2 GHz Intel® Core™ Ultra 7 258V (12MB Cache, up to 4.8 GHz, 8 cores, 8 Threads), Memory: 32GB LPDDR5X RAM , Storage: 1TB PCIE G4 Solid State Drive, Video Card:Intel® Arc™ Graphics, Display:`16"" OLED WUXGA (1920x1200) Touch, 16:10, 60Hz refresh rate, Bend+300nits, Wi-Fi 7(802.11be) (Tri-band)2*2 + Bluetooth® 5.4 Wireless Card Windows 11 Home x 64 bits, preinstalado. Peso 1,90Kg. - 1080p Full HD IR camera w/ privacy shutter Built-in array microphone and speaker"
windows,ASUS Notebook,M3607GA-IS99T,"ASUS VIVOBOOK S 16 (M3607GA-IS99T) 16"" FULLHD TOUCH PANEL NOTEBOOK SILVER [Pad Numérico]",USD 1.900,SI,STK,"Processor: AMD Ryzen™ AI 9 465 Processor 2.0GHz (10-core), Memory: 32GB DDR5 SO-DIMM, Storage: 1TB PCIe® G4 Solid State Drive, Video Card: AMD Radeon™ Graphics, Display: 16'' WUXGA (1920x1200) 16:10, 400nits, 120Hz refresh rate, Touch panel, Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.4 Wireless Card Windows 11 Home x 64 bits, preinstalado. Peso 1,90Kg. - Full HD camera with IR function to support Windows Hello"
windows,ASUS Notebook,UM5606GA-ZB/S1690,"ASUS ZENBOOK S16 (UM5606GA-ZB/S1690) 16"" 3K OLED TOUCHSCREN LAPTOP ANTRIM GRAY",USD 2.200,SI,STK,"Processor: 2 gigahertz AMD Ryzen AI 400 Series Ryzen AI 9 465 (10-core), Memory: 32GB LPDDR5X 8533 megahertz RAM, Storage: 1TB PCIe 4.0 SSD, Video Card: AMD Radeon Integrated, Display: 16"" 3K OLED (2880 x 1800) Touchscreen Refresh Rate 120Hz, Brightness: 500 nits, Wi-Fi 7, Bluetooth Windows 11 Home x 64 bits, preinstalado. Peso 1,60Kg. - Full HD camera with IR function to support Windows Hello"
windows,ASUS Notebook,V3607VP-IS79,"ASUS VIVOBOOK V16 (V3607VP-IS79) 16"" WUXGA NOTEBOOK BLACK (Pad Numerico)",USD 2.050,SI,STK,"Processor: 2.5 GHz Intel® Core™ 7 240H (24MB Cache, up to 5.2 GHz, 10 cores, 16 Threads), Memory: 32GB DDR5 5600 MHZ RAM, Storage: 1TB PCIe® G4 Solid State Drive, Display: 16.0; WUXGA (1920X1200) 16:10; 300 nits; Anti-Glare, Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.3 Wireless Card Video Card: NVIDIA® GeForce RTX™ 5070 8GB GDDR7 Windows 11 Home x 64 bits, preinstalado. Peso 1,96Kg. - 1080p FHD camera;With privacy shutter, Built-in microphone"
windows,ASUS Notebook,F1605VAP-ES97,"ASUS VIVOBOOK (F1605VAP-ES97) 16"" OLED FULLHD+ NOTEBOOK BLACK [Pad Numérico]",USD 1.700,SI,STK,"Processor: 2.7 GHz Intel® Core™ 9 270H (24MB Cache, up to 5.8 GHz 20 Threads) (14 cores), Memory: 24GB DDR5 RAM, Storage: 1TB PCIE G4 Solid State Drive, Video Card: Intel® Graphics, Display: 16'' OLED WUXGA (1920x1200) 16:10; 60Hz refresh rate, Bend+300 nits, Wi-Fi 6(802.11ax) (Dual band) 2*2 + Bluetooth® 5.4 Wireless Card Windows 11 Home x 64 bits, preinstalado. Peso 1,96Kg. - 720p HD camera w/ privacy shutter, Built-in microphone and speaker"
windows,ASUS Notebook,TP3607AA-IS99T,"ASUS VIVOBOOK FLIP (TP3607AA-IS99T) 16"" FULLHD OLED TOUCHSCREEN LAPTOP BLACK [Pad Numérico]",USD 2.200,SI,STK,"Processor: Intel® Core™ Ultra 9 Processor 386H 2.1 GHz (18MB Cache, up to 4.9 GHz, 16 cores, 16 Threads), Memory: 32GB LPDDR5X RAM, Storage: 1TB PCIE G4 Solid State Drive, Video Card: Intel® Graphics, Display: 16'' OLED WUXGA (1920x1200) Touch, 16:10, 60Hz refresh rate, Bend+300nits, Wi-Fi 7(802.11be) (Triple band) 2*2 + Bluetooth® 6.0 Wireless Card, Windows 11 Home x 64 bits, preinstalado. Peso 1,96Kg. - 1080p FHD camera;With privacy shutter, Built-in microphone"
windows,DELL Notebook,LAT5350U732512T,"DELL LATITUDE 5350 (LAT5350U732512T) 13.3"" FULL HD TOUCHSCREEN LAPTOP TITAN GRAY",USD 1.400,SI,STK,"Processor: 1.7GHz Intel Core Ultra 7 165U Up to 4.9GHz Series 1 Twelve-Core, Memory: 32GB LPDDR5X-6400 RAM, Storage: 512GB SSD, Video Card: Intel Graphics Integrated, Display: 13.3"" Full HD Touchscreen Anti-Glare 300 nits, Wireless LAN WiFi 6 (802.11ax), Bluetooth 5.3 Microsoft® Windows 11 PRO (64-bit), preinstalado Peso 1.23Kg, 1080p. Integrated Webcam with dual-array microphone"
windows,DELL Notebook,LDB04250-7632BLU,"DELL PLUS (LDB04250-7632BLU) Copilot+ PC 14"" 2K NOTEBOOK 2-IN-1 ICE BLUE",USD 1.550,NO,ING,"Processor: 2.2 gigahertz Intel Core Ultra 7 Series 2 256V (8-core), Memory: 16GB LPDDR5X 8533 MHz RAM, Storage: 512GB PCIe NVMe M.2 Solid State Drive, Video Card: Intel Arc Graphics, Display: 14"" Full HD+ (1920x1200) Refresh Rate 60Hz, Brightness: 300 nits, Wi-Fi, Bluetooth Microsoft® Windows 11 Home (64-bit), preinstalado Peso 1.62Kg, 1080p. Integrated Webcam with dual-array microphone"
windows,DELL Notebook,LDB04250-9168BLU,"DELL PLUS (LDB04250-9168BLU) 14"" 2K TOUCHACREEN LAPTOP 2-IN-1 ICE BLUE",USD 1.650,SI,STK,"Processor: 3.3 gigahertz Intel Core Ultra 9 Series 288V (8-core), Memory: 32GB LPDDR5X 8533 megahertz RAM, Storage: 1TB PCIe NVMe M.2 Solid State Drive, Video Card: Integrated Intel Arc, Display: 14"" Full HD+ (1920 x 1200) LED Touchscreen Brightness 300 nits, Wi-Fi 7, Bluetooth Microsoft® Windows 11 Home (64-bit), preinstalado Peso 1.64Kg, 1080p. Integrated Webcam with dual-array microphone"
windows,DELL Notebook,LD15260-5632BLK,"DELL (LD15260-5632BLK) 15.6"" TOUCHSCREEN LAPTOP CARBON BLACK",USD 1.150,SI,STK,"Processor: Intel® Core™ Ultra 5 Processor 225U, Memory: 16GB DDR5 5600MT/s RAM, Storage: 1 TB M.2 PCIe NVMe SSD, Video Card: Integrated Intel® Graphics, Display: 15.6"" FHD Touchscreen 60Hz, WVA, Anti-Glare, 220 nits, Realtek Wi-Fi 6 RTL8852BE, 2x2, 802.11ax, MU-MIMO, Bluetooth 5.3 Windows 11 Home x 64 bits, preinstalado Peso 1.86Kg, Integrated Widescreen HD (720p) Webcam"
windows,DELL Notebook,LD15260-7140BLK,"DELL (LD15260-7140BLK) 15,6"" FUL HD TOUCHSCREEN LAPTOP BLACK [Pad Numérico]",USD 1.300,SI,STK,"Processor: Intel® Core™ Ultra 7 Processor 255U, Memory: 16GB, DDR5, 5600MT/s RAM, Storage: 1TB PCIe® NVMe™ M.2 Solid State Drive, Video Card: Integrated Intel® Graphics, Display: 15.6"", Touch, FHD, 60Hz, WVA, Anti-Glare, 220 nits, Realtek Wi-Fi 6 RTL8852BE, 2x2, 802.11ax, MU-MIMO, Bluetooth(R) wireless card Microsoft® Windows 11 Home (64-bit), preinstalado Peso 1,94Kg, 1280 x 720 (HD), 30 FPS RGB Webcam, Inbuilt Microphone"
windows,DELL Notebook,LDC15250-7427BLK,"DELL (LDC15250-7427BLK) 15.6"" 2K TOUCHSCREEN LAPTOP CARBON BLACK",USD 1.020,SI,STK,"Processor: 1.7 gigahertz Intel 13th Generation Core i7 1355U up to 5 gigahertz (10-core), Memory: 16GB DDR5 4400MHz RAM, Storage: 512GB M.2 PCIe NVMe Solid State Drive, Video Card: Intel UHD Graphics Integrated, Display: 15.6"" Full HD (1920 x 1080) LED IPS Touch Screen Refresh Rate: 60Hz Anti-glare Brightness: 220 nits, Wi-Fi 6, Bluetooth Windows 11 Home x 64 bits, preinstalado Peso 1.86Kg, Integrated Widescreen HD (720p) Webcam"
windows,DELL Notebook,i3535-A813BLK,"DELL INSPIRON (i3535-A813BLK) 15,6"" FULL HD TOUCHSCREEN LAPTOP BLACK (Pad Numerico)",USD 1.020,SI,STK,"Processor: AMD Ryzen 7 7730U (8-Core), Memory: 16GB DDR4 3200MHz RAM, Storage: 512GB M.2 PCIe NVMe Solid State Drive , Video Card: Integrated AMD Radeon™ Graphics, Display: 15.6"" Touchscreen WVA LED-Backlit FHD (1920x1080) 60Hz Display, Realtek Wi-Fi 5 + and Bluetooth 5.0 Windows 11 Home x 64 bits, preinstalado Peso 1.86Kg, Integrated Widescreen HD (720p) Webcam"
windows,DELL Notebook,DC15250-7292BLK,"DELL (DC15250-7292BLK) 15.6"" FULL HD TOUCHSCREEN LAPTOP CARBON BLACK (Pad Numerico)",USD 1.200,SI,STK,"Processor: 1.3 gigahertz 13th Intel Generation Core i7 1355U up 3.4 gigahertz (10-core), Memory: 16GB DDR4 2666MHz RAM, Storage: 512GB M.2 PCIe NVMe Solid State Drive , Video Card: Intel UHD Graphics Integrated, Display: 15.6"" Full HD (1920 x 1080) Touch Screen Refresh Rate: 60Hz Anti-glare, Brightness: 220 nits Windows 11 Home in S Mode x 64 bits, preinstalado Peso 1.86Kg, Integrated Widescreen HD (720p) Webcam"
windows,DELL Notebook,LDC16251-7247SLV,"DELL (LDC16251-7247SLV) 16"" TOUCHSCREEN LAPTOP SILVER (Pad Numérico)",USD 1.400,SI,STK,"Processor: Intel(R) Core(TM) 7 150U (10 cores, up to 5.4 GHz), Memory: 32GB DDR5 5200MT/s RAM, Storage: 1TB M.2 PCIe NVMe Solid State Drive, Video Card: Intel Graphics, Display: 16.0"" FHD+ (1920x1200) Touchscreen 300nits WVA/IPS Display with ComfortView, Realtek Wi-Fi 6E RTL8852CE, 2x2, 802.11ax, MU-MIMO, Bluetooth(R) wireless card Microsoft® Windows 11 Home (64-bit), preinstalado Peso 1.49Kg, Integrated FHD (1080p) Webcam Dual Digital Mic Array with Temporal Noise Reduction enabled"
