categoria,bloque,codigo,descripcion,precio,hay_stock,stock_texto,specs
windows,DELL Notebook,LDC16255-A063BLK,"DELL 16 (LDC16255-A063BLK) 16"" FHD+ TOUCHSCREEN LAPTOP BLACK (Pad Numerico)",USD 1.400,SI,STK,"Processor: AMD Ryzen™ 7 250 Processor (8 cores) up to 5.1Ghz, Memory: 32GB DDR5 5600Mhz RAM, Storage: 2TB M.2 PCIe NVMe Solid State Drive, Video Card: AMD Radeon Graphics, Display: 16"" FHD+ (1920x1200) Touch 300nits WVA/IPS Display with ComfortView, Realtek Wi-Fi 6 RTL8852BE, 2x2, 802.11ax, MU-MIMO, Bluetooth® Wireless Card Microsoft® Windows 11 Home (64-bit), preinstalado Peso 2.02Kg, FHD Webcam (1920 x 1080) Inbuilt Microphone"
windows,DELL Notebook,LDB06250-7144BLU,DELL PLUS 16 (LDB06250-7144BLU) 16″ FULLHD+ TOUCHSCREEN LAPTOP 2-IN-1 ICE BLUE (Pad Numerico),USD 1.300,SI,STK,"Processor: 2.2 GHz Intel Core Ultra 7 Series 2 256V (8-Core), Memory: 16GB LPDDR5X 8533Mhz RAM, Storage: 1TB PCIe® G4 SSD, Video Card: Integrated Intel Arc Graphics 140V, Display: 16″ WUXGA (1920×1200) TOUCHSCREEN 60 Hz, Wi-Fi 7 (802.11be), Bluetooth Microsoft® Windows 11 Home (64-bit), preinstalado Peso 2.05Kg, Integrated Resolution 1080p FULL HD Webcam"
windows,DELL Notebook,LDS16260-7779BLU,DELL 16S (LDS16260-7779BLU) 2K TOUCHCREEN LAPTOP CELESTIAL BLUE,USD 1.600,NO,ING,"Processor: Intel Core Ultra 7 355, Memory: 16GB LPDDR5X RAM, Storage: 512GB PCIe NVMe SSD, Video Card: Intel Graphics, Display: 16"" FHD+ Touch 1920×1200 60Hz 400 nits, Wi-Fi 7 + Bluetooth. Microsoft® Windows 11 Home (64-bit), preinstalado Peso 2.05Kg, Integrated Resolution 1080p FULL HD Webcam"
windows,DELL Notebook,LDB16250-7014BLU,"DELL PLUS 16 (LDB16250-7014BLU) 16"" FHD+ TOUCHSCREEN NOTEBOOK ICE BLUE (Pad Numerico)",USD 1.600,SI,STK,"Processor: Intel® Core™ Ultra 7 processor 258V (12MB Cache, 8 cores, up to 4.8 GHz), Memory: 32GB, LPDDR5X, 8533MT/s, , Storage: 1TB M.2 PCIe NVMe Solid State Drive, Display: 16"" FHD+ (1920 x 1200) Touch 300nits WVA 16:10 Display with ComfortView, Intel Wi-Fi 7 BE201, 2x2, 802.11be & Bluetooth 5.4 Microsoft® Windows 11 Home (64-bit), preinstalado Peso 2.05Kg, Integrated Resolution 1080p FULL HD Webcam"
windows,DELL Notebook,PC16250-3HN1W,"DELL PRO 16 (PC16250-3HN1W) 16"" FHD+ NOTEBOOK PLATINUM SILVER (Pad Numérico)",USD 1.850,SI,STK,"Processor: Intel® Core™ Ultra 5 235U vPro® (12 TOPS NPU up to 4.9 GHz) (12 cores), Memory: 32GB DDR5, 5600 MT/s RAM, Storage: 512GB, Video Card: Intel Graphics, Display: 16"" FHD+ (1920 x 1200) Panel IPS Refresh Rate 60 Hz, Gigabit Ethernet, 802.11ax Wireless LAN, Bluetooth Microsoft® Windows 11 PRO (64-bit), preinstalado Peso 2.05Kg, Integrated Resolution 1080p FULL HD Webcam"
windows,DELL Notebook,DA16250-D0RG4,"Dell 16 PREMIUM (DA16250-D0RG4) 16.3"" FULL HD+ NOTEBOOK PLATINUM",USD 3.100,SI,STK,"Processor: Intel® Core™ Ultra 9 Processor 285H 24M Cache, up to 5.40 GHz (16-core), Memory: 32 GB: LPDDR5X, 7467 MT/s RAM, Storage: 1 TB SSD M.2 NVMe PCIe 4.0 4x, Display: 16.3"" 1920x1080 (Full HD) Refresh rate: 120 Hz, Brightness: 500 nt, Wi-Fi 7 (802.11be) Video Card: NVIDIA® RTX5060 8192MB Microsoft® Windows 11 Home (64-bit), preinstalado Peso 2.30Kg, Integrated Resolution 1080p FULL HD Webcam"
windows,DELL Notebook,DA16250-YV8WF,"Dell 16 PREMIUM (DA16250-YV8WF) 16,3"" 4K OLED TOUCHSCREEN 120Hz PLATINUM PLATINUM",USD 3.400,SI,STK,"Processor: Intel® Core™ Ultra 9 Processor 285H 24M Cache, up to 5.40 GHz (16-core), Memory: 32 GB: LPDDR5X, 7467 MT/s RAM, Storage: 1 TB SSD M.2 NVMe PCIe 4.0 4x, Display: 16.3"" WQUXGA (3840x2400) TOUCHSCREEN OLED, Wi-Fi 7 (802.11be) Video Card: NVIDIA GeForce RTX5060 with 8GB GDDR7 Microsoft® Windows 11 PRO (64-bit), preinstalado Peso 2.30Kg, Integrated Resolution 1080p FULL HD Webcam"
windows,HP Notebook,14-FM0013DX,"HP OMNIBOOK X FLIP (14-FM0013DX) 14"" 2K TOUCHSCREEN LAPTOP 2-IN-1 ATMOSPHERIC BLUE",USD 1.150,SI,STK,"Processor: 4.5 gigahertz Intel Core Ultra 5 Series 226V (8-core), Memory: 16GB LPDDR5 8533 megahertz, Storage: 512GB PCle® NVMe™ M.2 Solid State Drive, Video Card: Intel Arc 130V, Display: 14"" IPS 1920 x 1200 (Full HD+) Touchscreen 400 nits, Wi-Fi: Wi-Fi 6 (802.11ax), Bluetooth 5.3 Windows 11 Home x64 bits, preinstalado. Peso 1,39 Kg. - HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones"
windows,HP Notebook,14-KB0023DX,"HP OMNIBOOK X FLIP (14-KB0023DX) 14"" 2K TOUCHSCREEN LAPTOP 2-IN-1 METEOR SILVER",USD 1.600,SI,STK,"Processor: 4.7 gigahertz Intel Core Ultra 7 Series 355 (8-core), Memory: 16GB LPDDR5X 7467 megahertz RAM, Storage: 1TB PCIe 4.0 SSD, Video Card: Intel Graphics Integrated, Display: 14"" Full HD+ (1920x1200) UWVA OLED Touch Screen Brightness: 300 nits, Wi-Fi 7, Bluetooth 5.4 Windows 11 Home x64 bits, preinstalado. Peso 1,39 Kg. - HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones"
windows,HP Notebook,BG7N6UT#ABA,"HP ELITEBOOK 8 G1i NEXT GEN (BG7N6UT#ABA) 14"" 2K TOUCHSCREEN LAPTOP GLACIER SILVER",USD 2.050,SI,STK,"Processor: Intel® Core™ Ultra 7 258V (up to 4.8 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 8 cores, 8 threads), Memory: 32GB LPDDR5x-8533 MT/s RAM, Storage: 512GB PCIe® Gen4 NVMe™ TLC SSD, Video Card: Intel® Arc™ Graphics, Display: 14"" WUXGA (1920 x 1200), touch, IPS, anti-glare, 300 nits, low power, 62.5% sRGB, Intel® Wi-Fi 7 BE201 (2x2) and Bluetooth® 5.4 wireless card, non-vPro® Windows 11 PRO x64 bits, preinstalado. Peso 1,47 Kg. - 5MP IR camera with HDR auto switch, temporal noise reduction, and privacy shutter"
windows,HP Notebook,14-KA0095CL,"HP OMNIBOOK X (14-KA0095CL) D38HLUA#ABA 14"" 3K OLED TOUCHSCREN LAPTOP SILVER",USD 2.400,SI,STK,"Processor: Intel® Evo™ Intel® Core™ Ultra 9 386H (up to 4.9 GHz with Intel® Turbo Boost Technology, 16 cores), Memory: 32GB LPDDR5x-8533 MT/s RAM, Storage: 1TB PCIe® Gen4 NVMe™ M.2 SSD, Video Card: Integrated Intel® Graphics, Display: 14"" 3K (2880 x 1800), touchscreen, OLED, up to 120Hz, 0.2ms response time, Corning® Gorilla® Glass 3, micro-edge, Low Blue Light, SDR 500 nits display, Wi-Fi 7 (2x2) and Bluetooth® 6.0 wireless card Windows 11 Home x64 bits, preinstalado. Peso 1,39 Kg. - 5MP IR camera with HDR auto switch, temporal noise reduction, and privacy shutter, Integrated dual array digital microphones"
windows,HP Notebook,16-CC0033DX,"HP OMNIBOOK X FLIP 2-IN-1 (16-CC0033DX) 16"" 2K OLED TOUCHSCREEN LATPOP METEOR SILVER [Pad Numérico]",USD 1.850,SI,STK,"Processor: 5 gigahertz AMD Ryzen AI 400 Series 9 465 (10-core), Memory: 32GB LPDDR5x-8533 MT/s RAM, Storage: 512GB PCIe® NVMe™ M.2 Solid State Drive, Video Card: AMD Radeon 880M, Display: 16"" Full HD+ (1920 x 1200) Oled UWVA Touch Screen Brightness: 300 nits, Wi-Fi 7 Bluetooth Windows 11 Home x 64 bits, preinstalado. Peso 2,10Kg. - Privacy Front-Facing Camera, Built-In Microphone"
windows,HP Notebook,16-BU0305DX,"HP OMNIBOOK 3 (16-BU0305DX) 16"" 2K TOUCHSCREEN LAPTOP MICA SILVER [Pad Numérico]",USD 970,SI,STK,"Processor: 4.8 gigahertz Intel Core Ultra 5 Series 225U (12-core), Memory: 8GB DDR5 5600 megahertz RAM, Storage: 512GB PCIe 4.0 SSD, Video Card: Intel Graphics Integrated, Display: 16"" IPS LED 1920 x 1200 (WUXGA) Anti-glare Brightness: 300 nits, Wi-Fi 7 Bluetooth Windows 11 Home x 64 bits, preinstalado. Peso 1,64Kg. - 1080p Privacy camera and Built-In Microphone"
windows,HP Notebook,16-BU0007DX,"HP OMNIBOOK 3 (16-BU0007DX) 16"" 2K TOUCHSCREEN LAPTOP MICA SILVER [Pad Numérico]",USD 1.300,SI,STK,"Processor: 5.2 gigahertz Intel Core Ultra 7 Series 255U (12-core), Memory: 16GB DDR5 5600 megahertz RAM, Storage: 512GB PCIe 4.0 SSD, Video Card: Intel Graphics Integrated, Display: 16"" IPS LED 1920 x 1200 (WUXGA) Anti-glare Brightness: 300 nits, Wi-Fi 7 Bluetooth Windows 11 Home x 64 bits, preinstalado. Peso 1,64Kg. - 1080p Privacy camera and Built-In Microphone"
windows,HP Notebook,16-CD0055CL,"HP OMNIBOOK 5 (16-CD0055CL) 16"" FULLHD+ 2K TOUCHSCREEN LAPTOP GRAY [Pad Numérico]",USD 1.200,SI,STK,"Processor: Intel® Core™ Ultra 5 322 (up to 4.4 GHz with Intel® Turbo Boost Technology, 6 cores), Memory: 16GB DDR5 5600 megahertz RAM, Storage: 1TB PCIe® Gen4 NVMe™ M.2 SSD, Video Card: Integrated Intel® Graphics, Display: 16"" 2K (1920 x 1200) touchscreen IPS micro-edge anti-glare 300 nits, Wi-Fi 7 (2x2) and Bluetooth® 6.0 wireless card Windows 11 Home x 64 bits, preinstalado. Peso 1,64Kg. - 1080p FHD IR camera with HDR auto switch, temporal noise reduction, and privacy shutter"
windows,HP Notebook,16-AU0773CL,"HP OMNIBOOK 7 FLIP (16-AU0773CL) (B88B1UA#ABA) 16"" 3K OLED TOUCHSCREEN LAPTOP 2-IN-1 SILVER",USD 1.750,SI,STK,"Processor: Intel® Evo™ platform powered by Intel® Core™ Ultra 7 258V (8-Core), Up to 4.8 GHz, Intel® AI Boost (47 NPU TOPS), Memory: 32GB LPDDR5x-8533 MT/s, Storage: 1TB PCIe® Gen4 NVMe™ M.2 SSD, V (16GB). Display: 16"" 2K 1920 x 1200 (Full HD+) TouchScreen IPS, Brightness: 400 nits, Wi-Fi 6E, Bluetooth Windows 11 Home x 64 bits, preinstalado. Peso 1,85Kg. - 5MP IR camera with temporal noise reduction and privacy shutter"
windows,HP Notebook,16-AF1173,"HP OMNIBOOK 5 AI (16-AF1173) 16"" 2K TOUCHSCREEN LAPTOP GLACIER SILVER ALUMINIUM (Pad Numérico)",USD 1.400,SI,STK,"Processor: Intel® Core™ Ultra 7 255U (12 core), Memory: 32GB LPDDR5x-7467 MT/s RAM, Storage: 1TB PCIe® Gen4 NVMe™ M.2 SSD, Video Card: Integrated Intel® Graphics, Display: 16"" diagonal, 2K (1920 x 1200), touch, IPS, micro-edge, anti-glare, 300 nits, Wi-Fi 6 and Bluetooth 5.4 Windows 11 Home x 64 bits, preinstalado. Peso 1,78Kg. - HP True Vision 1080p FHD camera with temporal noise reduction and a privacy shutter"
windows,HP Notebook,16-CB0023DX,"HP OMNIBOOK X (16-CB0023DX) 16""2K OLED TOUCHSCREEN LAPTOP ECLIPSE GRAY [Pad Numérico]",USD 1.750,SI,STK,"Processor: 4.7 gigahertz Intel Core Ultra 7 Series 3 355 (8-core), Memory: 16GB LPDDR5x-7467 MT/s RAM, Storage: 1TB PCIe® Gen4 NVMe™ M.2 Solid State Drive, Video Card: Integrated Intel Graphics, Display: 16"" OLED 1920 x 1200 (Full HD+) TouchScreen, Brightness 300 nits, Wi-Fi 6 and Bluetooth 5.4 Windows 11 Home x 64 bits, preinstalado. Peso 2,10Kg. - Privacy Front-Facing Camera, Built-In Microphone"
windows,HP Notebook,16-BG0013DX,"HP OMNIBOOK X (16-BG0013DX) 16"" 2K OLED TOUCHSCREEN LAPTOP METEOR SILVER (Pad Numérico)",USD 2.500,SI,STK,"Processor: Intel Core Ultra X7 Series 358H, Memory: 32GB LPDDR5X RAM, Storage: 1TB PCIe® NVMe™ M.2 SSD, Video Card: Intel Arc B390 Integrated, Display: 16"" OLED UWVA (2048 x 1280) Touch Screen Refresh Rate: 120Hz, Brightness 400 nits, Wi-Fi, Bluetooth Windows 11 Home x 64 bits, preinstalado. Peso 2,10Kg. - Privacy Front-Facing Camera, Built-In Microphone"
windows,HP Notebook,16-BG0033DX,"HP OMNIBOOK X (16-BG0033DX) 16"" 2K OLED TOUCHSCREEN LAPTOP METEOR SILVER (Pad Numérico)",USD 2.900,SI,STK,"Processor: 4.9 gigahertz Intel Core Ultra 9 Series 386H (16-core), Memory: 32GB LPDDR5X 5600 megahertz RAM, Storage: 1TB PCIe® NVMe™ M.2 SSD, Video Card: Intel Arc B390 Integrated, Display: 16"" OLED UWVA (2048 x 1280) Touch Screen Refresh Rate: 120Hz, Brightness 400 nits, Wi-Fi, Bluetooth Video Card: NVIDIA GeForce RTX 5050 8GB GDDR7 Windows 11 Home x 64 bits, preinstalado. Peso 2,10Kg. - 5MP IR camera with temporal noise reduction and privacy shutter"
windows,HP Notebook,16AU-0055CL,"HP OMNIBOOK 7 FLIP (16AU-0055CL) 16"" 2K TOUCHSCREEN LAPTOP SILVER [HP USB-C® Rechargeable MPP2.0 Tilt Pen]",USD 1.600,SI,STK,"Processor: Intel® Core™ Ultra 5 226V (up to 4.5 GHz with Intel® Turbo Boost Technology, 8 cores), Memory: 16GB LPDDR5x-8533 MT/s RAM, Storage: 1TB PCIe® Gen4 NVMe™ M.2 Solid State Drive, Display: 16"" 2K (1920 x 1200), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, 400 nits, Wi-Fi 7 (2x2) and Bluetooth® 5.4 wireless card Video Card: Integrated Intel® Arc™ 130V GPU (8GB) Windows 11 Home x 64 bits, preinstalado. Peso 2,10Kg. - 5MP IR camera with temporal noise reduction and privacy shutter"
windows,HP Notebook,16-BP0095CL,"HP OMNIBOOK 5 (16-BP0095CL) 16"" 2K TOUCHSCREEN LAPTOP ECLIPSE GRAY [Pad Numérico]",USD 1.800,SI,STK,"Processor: AMD Ryzen™ AI 9 465 (up to 5.0 GHz max boost clock, 10 cores), Memory: 32GB LPDDR5x-8533 MT/s (onboard), Storage: 1TB PCIe® Gen4 NVMe™ M.2 SSD, Display: 16"" 2K (1920 x 1200), OLED, multitouch-enabled, 0.2 ms response time, edge-to-edge glass, micro-edge, Low Blue Light, 300 nits display, Wi-Fi 7 (2x2) and Bluetooth® 6.0 wireless card Video Card: Integrated AMD Radeon™ 880M Graphics, Windows 11 Home x 64 bits, preinstalado. Peso 1,70kg. - 1080p FHD IR camera with HDR auto switch, temporal noise reduction, and privacy shutter"
windows,HP Notebook,16-bh0095cl,"HP OMNIBOOK 7 (16-bh0095cl) 16"" 2K OLED TOUCHSCREEN NOTEBOOK SILVER [Pad Numérico]",USD 2.500,SI,STK,"Processor: Intel® Evo™ platform powered by Intel® Core™ Ultra 9 386H (up to 4.9 GHz with Intel® Turbo Boost Technology (16 cores), Memory: 32GB LPDDR5x-8533 MT/s RAM, Storage: 1TB PCIe® Gen4 NVMe™ M.2 SSD, Video Card: Integrated Intel® Graphics, Display: 16"" 2K (2048 x 1280), OLED, touchscreen, 120 Hz, 0.2 ms response time, micro-edge, Low Blue Light, SDR 400 nits, Wi-Fi 7 (2x2) and Bluetooth® 6.0 wireless card Windows 11 Home x 64 bits, preinstalado. Peso 2,51kg. - HP True Vision 5MP IR Camera with shutter, temporal noise reduction and integrated dual array digital microphones"
windows,HP Notebook,17-DG0107DX,"HP OMNIBOOK 3 (17-DG0107DX) 17.3"" FULL HD LAPTOP MICA SILVER [Pad Numérico]",USD 1.400,SI,STK,"Processor: 5.2 gigahertz Intel Core Ultra 7 Series 255U (12-core), Memory: 16GB DDR5 5600 megahertz RAM, Storage: 512GB PCIe 4.0 SSD, Video Card: Intel Graphics Integrated, Display: 17.3"" 1920 x 1080 (Full HD) LED IPS Anti-glare 300 nits, Wi-Fi 7 (2x2) and Bluetooth® 6.0 wireless card Windows 11 Home x 64 bits, preinstalado. Peso 2,20kg. - 1080p FHD IR camera with HDR auto switch, temporal noise reduction, and privacy shutter"
windows,HP Notebook,17-DF0575CL,"HP OMNIBOOK 3 (17-DF0575CL) 17.3"" FULL HD TOUCHSCREEN NOTEBOOK BLACK [Pad Numérico]",USD 1.550,SI,STK,"Processor:Intel® Core™ Ultra 7 355 (up to 4.7 GHz with Intel® Turbo Boost Technology, 8 cores), Memory: 16GB DDR5-5600 MT/s RAM, Storage: 1TB PCIe® Gen4 NVMe™ M.2 SSD, Video Card: Integrated Intel® Graphics, Display: 17.3"" diagonal, FHD (1920 x 1080), touchscreen, IPS, micro-edge, anti-glare, 300 nits display, Wi-Fi 6 (2x2) and Bluetooth® 5.4 wireless card Windows 11 Home x 64 bits, preinstalado. Peso 2,20kg. - 1080p FHD IR camera with HDR auto switch, temporal noise reduction, and privacy shutter"
windows,HP Notebook,17-DE0043DX,"HP OMNIBOOK X (17-DE0043DX) 17.3"" FULL HD TOUCHSCREEN LAPTOP GLACIER SILVER [Pad Numérico]",USD 2.600,SI,STK,"Processor: 4.9 gigahertz Intel Core Ultra 9 Series 3 386H (16-core), Memory: 32GB LPDDR5X 8533MHz RAM, Hard Drive: 1TB PCIe® NVMe™ M.2 Solid State Drive, Video Card: Intel Graphics, Display: 17.3"" Full HD (1920 x 1080) LED IPS Touchscreen Brightness 400 nits, Wi-Fi 7, Bluetooth Windows 11 Home x 64 bits, preinstalado. Peso 2,51kg. - HP True Vision 5MP IR Camera with shutter, temporal noise reduction and integrated dual array digital microphones"
windows,LENOVO Notebook,83UH004LUS,"LENOVO IDEAPAD 5 (83UH004LUS) 14"" FULLHD+ OLED TOUCHSCREEN LAPTOP 2-IN-1 SEASHELL",USD 1.550,SI,STK,"Processor: AMD Ryzen™ AI 7 445 (6C / 12T, 2.0 / 4.6GHz, 6MB L2 / 8MB L3), Memory: 16GB SODIMM DDR5-5600Mhz, RAM, Storage: 1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®, Video Card: Integrated AMD Radeon™ 840M Graphics, Display: 14"" WUXGA (1920 x 1200) IPS 400nits, Low Blue Light, High Gaming Performance, Wi-Fi 7 + Bluetooth 5.4 Windows 11 Home x 64 bits, preinstalado. Peso 1,63Kg. - FHD 1080p + IR with Privacy Shutter, Dual-microphone array"
windows,LENOVO Notebook,83TC0003US,"LENOVO YOGA 7i Copilot+ PC (83TC0003US) 14"" 2K OLED TOUCHSCREEN LAPTOP 2-IN-1 LUNA GREY",USD 1.300,SI,STK,"Processor: Intel Core™ Ultra 5 322, 6C (2P + 4LPE) / 6T, Max Turbo up to 4.4GHz, 12MB Intel® Smart Cache, Memory: 16GB LPDDR5X-7467Mhz RAM, Storage: 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®, Video Card: Integrated Intel® Graphics, Display: 14"" WUXGA (1920x1200) OLED 400nits Glossy / Anti-fingerprint, 100% DCI-P3, 100% sRGB, 60Hz, Dolby Vision®, TÜV Low Blue Light, Glass, Touchscreen, Wi-Fi® 7, 802.11be + Bluetooth 5.4 Windows 11 Home x 64 bits, preinstalado. Peso 1,38Kg. - 5.0MP + IR with Privacy Shutter"
windows,LENOVO Notebook,83CX0005US,"LENOVO YOGA SLIM 9i (83CX0005US) 14"" 4K OLED TOUCHSCREEN LAPTOP TIDAL TEAL",USD 2.300,SI,STK,"Processor: 2.2 gigahertz Intel Core Ultra 7 Series 258V (8-core), Memory: 32Gb LPDDR5X 8533 megahertz RAM, Storage: 1TB Solid Slate Drive (SSD), Video Card: Integrated Intel Arc, Display: 14"" OLED (3840 x 2400) TouchScreen 120Hz, Brightness: 750 nits, Wi-Fi 7, Bluetooth Windows 11 Home x 64 bits, preinstalado. Peso 1,25Kg. - Privacy camera"
windows,LENOVO Notebook,83SE0001US,"LENOVO YOGA 9i AURA EDITION (83SE0001US) 14"" 3K OLED TOUCHSCREEN LAPTOP 2-in-1 COSMIC BLUE",USD 2.800,SI,STK,"Processor: 2.3 gigahertz Intel Core Ultra 7 Series 355 4.7 gigahertz (8-core), Memory: 32GB LPDDR5X 6800 megahertz RAM, Storage: 1TB M.2 2242 PCIe 4.0x4 NVMe Solid Slate Drive (SSD), Video Card: Integrated Intel Arc, Display: 14"" 3K (2880 x 1800) OLED Touch Screen Refresh Rate: 120Hz, Brightness: 1100 nits, Wi-Fi® 7, 802.11be 2x2 + BT5.4 Windows 11 Home x 64 bits, preinstalado. Peso 1,36Kg. - 5.0MP + IR with Privacy Shutter"
windows,LENOVO Notebook,21JK0053US,"LENOVO THINKPAD E14 Gen 5 (21JK0053US) 14"" FULL HD TOUCHSCREEN LAPTOP GRAPHITE BLACK",USD 1.500,SI,STK,"Processor: Intel Core™ i7-1355U, 10C (2P + 8E) / 12T, P-core 1.7 / 5.0GHz, E-core 1.2 / 3.7GHz, Memory: 16GB 3200 MT/s DDR4, Storage: 512GB / M.2 NVMe SSD, Video Card: Integrated Intel® Iris® Xe Graphics, Display: 14"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC, Touch, Wi-Fi 6E (802.11ax), Bluetooth 5.3 Windows 11 Home x 64 bits, preinstalado. Peso 1,34Kg. - Integrated 1080p Webcam with Privacy Shutter"
windows,LENOVO Notebook,21SJ00EWUS,"LENOVO THINKBOOK 14 G8 IAL (21SJ00EWUS) 14"" FULLHD+ TOUCHSCREEN ARCTIC GREY",USD 1.850,SI,STK,"Processor: Intel Core Ultra 7 255H, 16C (6P + 8E + 2LPE) 16T, Max Turbo up, Memory: 32GB SODIMM DDR5-5600 RAM, Storage: 1TB M.2 2242 PCIe 4.0x4 NVMe SSD, Video Card: Integrated Intel Arc 140T GPU, Display: 14"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC, 60Hz, Touchscreen, 100/1000M (RJ-45), Intel® Wi-Fi® 6E AX211, 802.11ax 2x2 + BT5.3 Windows 11 Home x 64 bits, preinstalado. Peso 1,36Kg. - FHD 1080p with Privacy Shutter"
windows,LENOVO Notebook,21QX000MUS,"LENOVO THINKPAD T14S GEN6 (21QX000MUS) 14"" WUXGA NOTEBOOK BLACK",USD 1.950,SI,STK,"Processor: Intel Core™ Ultra 7 258V, 8C (4P + 4LPE) / 8T, Max Turbo up to 4.8GHz, 12MB Intel® Smart Cache, Memory: 32GB Soldered LPDDR5X-8533 RAM, Storage: 512GB SSD M.2 2280 PCIe® 4.0x4 NVMe® Opal 2.0, Video Card: Integrated Intel® Arc™ Graphics 140V, Display: 14"" WUXGA (1920x1200) IPS 500nits Anti-glare, 100% sRGB, 60Hz, Low Power, Intel® Wi-Fi® 7 BE201, 802.11be 2x2 + BT5.4 Windows 11 PRO x 64 bits, preinstalado. Peso 1,28Kg. - 5.0MP + IR Discrete with Privacy Shutter, Computer Vision on ISP"
windows,LENOVO Notebook,21R2516300,"LENOVO ThinkPad T14S G6 (21R2516300) 14"" FHD+ TOUCHSCREEN LAPTOP BLACK",USD 2.050,SI,STK,"Processor: Intel® Core™ Ultra 7 Processor 255U (2P-core + 8 E-core), Memory: 32GB LPDDR5x 7467MHz RAM, Storage: 1TB NVMe M.2 TLC Gen 4 SSD, Video Card: Integrated Intel® Graphics, Display: 14"" WUXGA (1920 x 1200) IPS Touchscreen, Intel® Wi-Fi® 7 BE201, 802.11be, 2x2 Wi-Fi® Supports Bluetooth 5.4 Windows 11 PRO x 64 bits, preinstalado. Peso 1,52Kg. - 5MP Webcam and Privacy Shutter Dual-Microphone array"
windows,LENOVO Notebook,21QA0035US,"LENOVO ThinkPad X9 14 AURA (21QA0035US) 14"" 2,8K OLED TOUCHSCREEN 120Hz THUNDER GREY",USD 2.000,SI,STK,"Processor: Intel® Core™ Ultra 7 258V (LPE-cores up to 3.70 GHz P-cores up to 4.80 GHz), Memory: 32GB LPDDR5X-8533MT/s RAM, Storage: 1TB SSD M.2 2242 PCIe Gen4 TLC Opal, Video Card: Integrated Intel® Arc™ 140V GPU, Display: 14"" 2.8K (2880 x 1800), OLED, Anti-Reflection/Anti-Smudge, Touch, HDR 600 True Black, Intel® Wi-Fi 7 BE201 2x2 BE & Bluetooth® 5.4 Windows 11 PRO x 64 bits, preinstalado. Peso 1,27Kg. - IR 1080P Webcam Compatible with Windows Hello"
windows,LENOVO Notebook,21V7006GUS,"LENOVO THINKPAD X1 CARBON G14 AURA EDITION (21V7006GUS) 14"" 2K TOUCHSCREEN",USD 3.000,NO,CONS,"Processor: Intel® Core™ Ultra 7 365 vPro® (LPE-cores up to 3.60 GHz P-cores up to 4.80 GHz), Memory: 32GB LPDDR5x 8533MHz RAM, Storage: 1TB SSD M.2 2280 PCIe Gen4 TLC Opal, Video Card: Integrated Intel® Graphics, Display: 14"" WUXGA (1920 x 1200), IPS, Anti-Glare, Touch, 100%sRGB, 500 nits, 60Hz, Low Power, Intel® Wi-Fi 7 BE211 2x2 BE vPro® & Bluetooth® 5.4 Windows 11 PRO x 64 bits, preinstalado. Peso 1,10Kg. - 5MP RGB+IR with Computer Vision and Privacy Shutter"
windows,LENOVO Notebook,83QK0011US,"LENOVO YOGA SLIM 7i (83QK0011US) 14"" 3K OLED TOUCHSCREEN LAPTOP COSMIC BLUE Aura FIFA 26 Edition",USD 2.700,SI,STK,"Processor: 2.3 gigahertz Intel Core Ultra 7 Series 355 (8-core), Memory: 32GB LPDDR5X 6800 megahertz RAM, Storage: 1TB PCIe® G4 Solid State Drive, Video Card: Intel Graphics Integrated, Display: 14"" OLED (2880 x 1800) Touch Screen Refresh Rate: 120Hz, Brightness: 1100 nits, Wi-Fi 7 Bluetooth Windows 11 Home x 64 bits, preinstalado. Peso 1,25Kg. - 5Mp Front Facing Camera with Dual Microphone and E-Shutter"
windows,LENOVO Notebook,83QK0001US,"LENOVO YOGA SLIM 7i ULTRA AURA (83QK0001US) 14"" 3K OLED TOUCHSCREEN LAPTOP SEASHELL",USD 2.800,SI,STK,"Processor:2.3 gigahertz Intel Core Ultra 7 Series 355 (8-core), Memory: 32GB LPDDR5X 6800 megahertz RAM, Storage: 1TB SSD PCIe, Video Card: Integrated Intel Graphics, Display: 14"" 3K OLED (2880 x 1800) Touch Screen Refresh Rate 120Hz, Brightness: 1100 nits Wi-Fi 7 Bluetooth Windows 11 Home x 64 bits, preinstalado. Peso 1,25Kg. - 1080P FHD IR Hybrid with Dual Microphone and E-Shutter"
